Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
PHI,PHI @ CHI,2014-03-22,L,240,81,30,87,0.345,1,20,0.050,20,22,0.909,19,29,48,11,3,6,11,23,-10
GSW,GSW vs. SAS,2014-03-22,L,240,90,31,77,0.403,3,15,0.200,25,29,0.862,11,43,54,21,4,8,18,20,-9
SAS,SAS @ GSW,2014-03-22,W,240,99,35,89,0.393,10,28,0.357,19,25,0.760,9,31,40,24,10,6,14,18,9
OKC,OKC @ TOR,2014-03-21,W,290,119,38,98,0.388,12,36,0.333,31,38,0.816,9,38,47,18,10,4,14,30,1
TOR,TOR vs. OKC,2014-03-21,L,290,118,41,101,0.406,8,29,0.276,28,33,0.848,14,43,57,17,10,8,20,32,-1
SAS,SAS @ SAC,2014-03-21,W,240,99,36,93,0.387,5,25,0.200,22,27,0.815,13,39,52,18,7,7,9,17,20
SAC,SAC vs. SAS,2014-03-21,L,240,79,32,80,0.400,4,14,0.286,11,18,0.611,7,41,48,17,3,9,15,22,-20
DEN,DEN @ DAL,2014-03-21,L,240,106,40,81,0.494,13,30,0.433,13,21,0.619,10,25,35,24,8,4,16,19,-16
DAL,DAL vs. DEN,2014-03-21,W,240,122,48,89,0.539,12,22,0.545,14,17,0.824,15,33,48,28,11,5,16,18,16
NOP,NOP @ ATL,2014-03-21,W,240,111,36,70,0.514,4,13,0.308,35,43,0.814,7,33,40,20,10,6,15,28,6
ATL,ATL vs. NOP,2014-03-21,L,240,105,38,85,0.447,8,28,0.286,21,27,0.778,8,26,34,22,7,3,16,29,-6
IND,IND vs. CHI,2014-03-21,W,240,91,34,79,0.430,2,11,0.182,21,25,0.840,13,38,51,27,4,9,16,18,12
CHI,CHI @ IND,2014-03-21,L,240,79,28,77,0.364,5,11,0.455,18,24,0.750,10,26,36,17,12,10,13,25,-12
MIA,MIA vs. MEM,2014-03-21,W,240,91,35,75,0.467,7,20,0.350,14,16,0.875,10,24,34,20,9,5,15,18,5
MEM,MEM @ MIA,2014-03-21,L,240,86,36,79,0.456,3,14,0.214,11,17,0.647,15,28,43,17,7,1,17,19,-5
BOS,BOS @ BKN,2014-03-21,L,240,98,35,83,0.422,9,27,0.333,19,23,0.826,12,25,37,20,7,3,11,18,-16
BKN,BKN vs. BOS,2014-03-21,W,240,114,44,78,0.564,9,17,0.529,17,24,0.708,7,32,39,30,6,3,11,17,16
DET,DET @ PHX,2014-03-21,L,240,92,39,90,0.433,4,16,0.250,10,26,0.385,14,39,53,22,8,3,19,27,-6
PHX,PHX vs. DET,2014-03-21,W,240,98,33,73,0.452,8,25,0.320,24,35,0.686,4,35,39,17,11,7,13,21,6
LAL,LAL vs. WAS,2014-03-21,L,240,107,43,91,0.473,7,19,0.368,14,23,0.609,11,33,44,32,12,5,21,22,-10
WAS,WAS @ LAL,2014-03-21,W,240,117,42,87,0.483,10,25,0.400,23,29,0.793,9,35,44,21,9,7,20,22,10
PHI,PHI vs. NYK,2014-03-21,L,240,92,34,91,0.374,10,41,0.244,14,21,0.667,19,34,53,20,8,1,11,22,-1
NYK,NYK @ PHI,2014-03-21,W,240,93,34,82,0.415,7,29,0.241,18,25,0.720,9,38,47,29,6,2,12,17,1
WAS,WAS @ POR,2014-03-20,L,240,103,38,90,0.422,12,27,0.444,15,17,0.882,15,28,43,25,5,5,11,21,-13
POR,POR vs. WAS,2014-03-20,W,240,116,41,81,0.506,14,35,0.400,20,25,0.800,11,32,43,32,5,1,11,18,13
MIN,MIN @ HOU,2014-03-20,L,240,106,38,87,0.437,12,28,0.429,18,23,0.783,14,26,40,28,6,3,16,16,-23
HOU,HOU vs. MIN,2014-03-20,W,240,129,49,85,0.576,16,38,0.421,15,19,0.789,9,35,44,36,11,7,15,20,23
OKC,OKC @ CLE,2014-03-20,W,240,102,38,89,0.427,10,31,0.323,16,20,0.800,18,35,53,21,8,7,18,21,7
CLE,CLE vs. OKC,2014-03-20,L,240,95,36,81,0.444,8,22,0.364,15,24,0.625,9,27,36,27,9,0,12,20,-7
GSW,GSW vs. MIL,2014-03-20,W,240,115,43,80,0.538,8,27,0.296,21,25,0.840,8,34,42,26,6,3,15,28,5
MIL,MIL @ GSW,2014-03-20,L,240,110,39,80,0.488,3,12,0.250,29,39,0.744,7,29,36,23,7,1,11,21,-5
NOP,NOP vs. TOR,2014-03-19,L,240,100,36,67,0.537,4,13,0.308,24,32,0.750,5,29,34,16,4,6,12,25,-7
TOR,TOR @ NOP,2014-03-19,W,240,107,36,86,0.419,9,22,0.409,26,32,0.813,22,26,48,20,8,5,12,20,7
UTA,UTA @ MEM,2014-03-19,L,240,86,37,84,0.440,7,18,0.389,5,10,0.500,10,29,39,20,7,2,17,22,-10
MEM,MEM vs. UTA,2014-03-19,W,240,96,36,81,0.444,2,11,0.182,22,25,0.880,11,35,46,21,9,5,13,18,10
DET,DET @ DEN,2014-03-19,L,240,109,43,95,0.453,10,26,0.385,13,19,0.684,12,31,43,22,8,4,13,20,-9
DEN,DEN vs. DET,2014-03-19,W,240,118,44,86,0.512,11,27,0.407,19,27,0.704,10,36,46,27,7,5,12,24,9
MIN,MIN @ DAL,2014-03-19,W,265,123,44,92,0.478,10,29,0.345,25,31,0.806,8,38,46,25,8,4,14,18,1
DAL,DAL vs. MIN,2014-03-19,L,265,122,47,95,0.495,9,27,0.333,19,25,0.760,10,41,51,26,9,4,16,25,-1
BKN,BKN vs. CHA,2014-03-19,W,240,104,37,75,0.493,9,20,0.450,21,35,0.600,8,31,39,19,7,2,7,17,5
CHA,CHA @ BKN,2014-03-19,L,240,99,40,85,0.471,9,27,0.333,10,12,0.833,15,36,51,27,2,5,15,26,-5
PHX,PHX vs. ORL,2014-03-19,W,240,109,45,89,0.506,11,25,0.440,8,12,0.667,10,33,43,22,11,6,16,22,16
ORL,ORL @ PHX,2014-03-19,L,240,93,32,80,0.400,6,13,0.462,23,30,0.767,13,30,43,18,9,3,20,15,-16
MIA,MIA @ BOS,2014-03-19,L,240,96,40,81,0.494,4,17,0.235,12,15,0.800,11,26,37,29,9,5,12,15,-5
BOS,BOS vs. MIA,2014-03-19,W,240,101,39,77,0.506,13,28,0.464,10,12,0.833,9,27,36,29,1,2,13,18,5
IND,IND @ NYK,2014-03-19,L,240,86,31,73,0.425,5,23,0.217,19,27,0.704,6,34,40,12,3,5,13,25,-6
NYK,NYK vs. IND,2014-03-19,W,240,92,32,82,0.390,4,17,0.235,24,29,0.828,10,35,45,15,6,2,11,26,6
SAS,SAS @ LAL,2014-03-19,W,240,125,50,95,0.526,12,27,0.444,13,16,0.813,9,43,52,34,9,6,12,21,16
LAL,LAL vs. SAS,2014-03-19,L,240,109,39,91,0.429,9,26,0.346,22,29,0.759,12,34,46,19,10,6,12,19,-16
PHI,PHI vs. CHI,2014-03-19,L,240,94,37,81,0.457,11,24,0.458,9,19,0.474,9,29,38,22,13,6,14,21,-8
CHI,CHI @ PHI,2014-03-19,W,240,102,36,83,0.434,8,15,0.533,22,27,0.815,14,38,52,22,4,8,16,19,8
SAC,SAC vs. WAS,2014-03-18,W,265,117,40,87,0.460,6,18,0.333,31,40,0.775,16,41,57,18,8,2,20,29,6
WAS,WAS @ SAC,2014-03-18,L,265,111,40,91,0.440,11,28,0.393,20,30,0.667,11,30,41,28,11,2,15,32,-6
ATL,ATL vs. TOR,2014-03-18,W,265,118,40,94,0.426,11,34,0.324,27,31,0.871,10,30,40,24,9,0,9,24,5
TOR,TOR @ ATL,2014-03-18,L,265,113,40,81,0.494,7,24,0.292,26,29,0.897,8,42,50,21,2,3,15,31,-5
POR,POR vs. MIL,2014-03-18,W,265,120,42,97,0.433,12,39,0.308,24,27,0.889,11,36,47,25,6,5,16,22,5
MIL,MIL @ POR,2014-03-18,L,265,115,45,98,0.459,8,17,0.471,17,26,0.654,12,41,53,28,10,3,19,31,-5
MIA,MIA @ CLE,2014-03-18,W,240,100,34,75,0.453,12,30,0.400,20,31,0.645,7,29,36,22,10,7,14,18,4
CLE,CLE vs. MIA,2014-03-18,L,240,96,37,72,0.514,7,22,0.318,15,22,0.682,4,37,41,27,6,5,20,28,-4
ORL,ORL @ GSW,2014-03-18,L,240,89,35,77,0.455,4,13,0.308,15,20,0.750,5,35,40,22,2,2,16,17,-14
GSW,GSW vs. ORL,2014-03-18,W,240,103,37,82,0.451,10,27,0.370,19,21,0.905,9,35,44,21,7,2,11,19,14
CHA,CHA vs. ATL,2014-03-17,L,240,83,30,85,0.353,9,25,0.360,14,16,0.875,10,32,42,22,4,7,7,15,-14
ATL,ATL @ CHA,2014-03-17,W,240,97,39,85,0.459,13,34,0.382,6,7,0.857,10,41,51,27,3,9,15,20,14
LAC,LAC @ DEN,2014-03-17,L,240,100,36,92,0.391,5,21,0.238,23,25,0.920,16,27,43,22,13,5,16,28,-10
DEN,DEN vs. LAC,2014-03-17,W,240,110,38,93,0.409,6,25,0.240,28,33,0.848,19,36,55,22,11,4,17,23,10
BOS,BOS @ DAL,2014-03-17,L,240,89,34,93,0.366,9,22,0.409,12,14,0.857,21,36,57,20,8,1,17,19,-5
DAL,DAL vs. BOS,2014-03-17,W,240,94,33,78,0.423,9,27,0.333,19,21,0.905,6,30,36,20,7,4,13,17,5
PHI,PHI @ IND,2014-03-17,L,240,90,35,81,0.432,9,23,0.391,11,20,0.550,11,34,45,21,3,6,19,33,-9
IND,IND vs. PHI,2014-03-17,W,240,99,31,81,0.383,6,18,0.333,31,38,0.816,16,36,52,13,9,4,15,17,9
UTA,UTA @ HOU,2014-03-17,L,240,86,34,83,0.410,4,18,0.222,14,18,0.778,9,25,34,21,9,4,19,25,-38
HOU,HOU vs. UTA,2014-03-17,W,240,124,46,79,0.582,13,25,0.520,19,26,0.731,8,38,46,31,7,12,19,22,38
PHX,PHX @ BKN,2014-03-17,L,240,95,37,80,0.463,6,22,0.273,15,28,0.536,12,28,40,18,9,2,17,24,-13
BKN,BKN vs. PHX,2014-03-17,W,240,108,41,70,0.586,9,21,0.429,17,27,0.630,6,30,36,23,12,3,17,24,13
CHI,CHI vs. OKC,2014-03-17,L,240,85,29,84,0.345,5,22,0.227,22,31,0.710,13,33,46,21,7,4,6,15,-12
OKC,OKC @ CHI,2014-03-17,W,240,97,31,75,0.413,13,25,0.520,22,28,0.786,6,40,46,20,3,6,13,27,12
BOS,BOS @ NOP,2014-03-16,L,265,120,45,97,0.464,12,26,0.462,18,23,0.783,13,36,49,33,7,8,16,26,-1
NOP,NOP vs. BOS,2014-03-16,W,265,121,47,94,0.500,3,15,0.200,24,28,0.857,12,32,44,25,8,9,12,17,1
PHX,PHX @ TOR,2014-03-16,W,240,121,38,75,0.507,11,23,0.478,34,38,0.895,12,33,45,17,5,4,21,23,8
TOR,TOR vs. PHX,2014-03-16,L,240,113,42,85,0.494,7,23,0.304,22,25,0.880,4,22,26,27,12,3,11,27,-8
OKC,OKC vs. DAL,2014-03-16,L,240,86,29,79,0.367,9,29,0.310,19,27,0.704,10,23,33,17,5,4,15,21,-23
DAL,DAL @ OKC,2014-03-16,W,240,109,40,75,0.533,13,24,0.542,16,20,0.800,8,34,42,26,9,4,18,17,23
SAC,SAC @ MIN,2014-03-16,L,240,102,41,85,0.482,6,19,0.316,14,19,0.737,11,37,48,17,5,4,17,25,-2
MIN,MIN vs. SAC,2014-03-16,W,240,104,34,78,0.436,6,17,0.353,30,38,0.789,7,28,35,23,9,5,9,17,2
MIL,MIL vs. CHA,2014-03-16,L,240,92,37,89,0.416,7,18,0.389,11,16,0.688,15,22,37,24,10,2,11,17,-9
CHA,CHA @ MIL,2014-03-16,W,240,101,39,68,0.574,9,20,0.450,14,18,0.778,6,33,39,26,5,8,18,16,9
CLE,CLE @ LAC,2014-03-16,L,240,80,29,83,0.349,8,24,0.333,14,20,0.700,16,32,48,19,2,1,17,17,-22
LAC,LAC vs. CLE,2014-03-16,W,240,102,42,94,0.447,8,28,0.286,10,15,0.667,10,31,41,32,8,3,7,20,22
POR,POR vs. GSW,2014-03-16,L,240,112,37,88,0.420,12,28,0.429,26,30,0.867,12,36,48,25,6,4,12,16,-1
GSW,GSW @ POR,2014-03-16,W,240,113,42,88,0.477,11,30,0.367,18,22,0.818,10,31,41,17,7,7,12,29,1
MIA,MIA vs. HOU,2014-03-16,W,240,113,40,78,0.513,9,22,0.409,24,29,0.828,7,24,31,21,9,3,14,21,9
HOU,HOU @ MIA,2014-03-16,L,240,104,37,75,0.493,9,23,0.391,21,28,0.750,10,24,34,18,11,4,16,21,-9
SAS,SAS vs. UTA,2014-03-16,W,240,122,49,78,0.628,10,16,0.625,14,19,0.737,4,36,40,31,4,5,12,19,18
UTA,UTA @ SAS,2014-03-16,L,240,104,42,91,0.462,5,11,0.455,15,21,0.714,13,26,39,19,8,3,8,18,-18
BKN,BKN @ WAS,2014-03-15,L,240,94,34,71,0.479,11,21,0.524,15,22,0.682,6,29,35,20,7,2,13,25,-7
WAS,WAS vs. BKN,2014-03-15,W,240,101,36,77,0.468,8,26,0.308,21,25,0.840,11,28,39,21,4,7,14,14,7
DEN,DEN @ ATL,2014-03-15,L,240,92,34,83,0.410,8,25,0.320,16,25,0.640,12,42,54,27,7,7,21,24,-5
ATL,ATL vs. DEN,2014-03-15,W,240,97,33,81,0.407,14,32,0.438,17,29,0.586,6,32,38,25,12,5,14,17,5
DET,DET vs. IND,2014-03-15,L,265,104,37,91,0.407,7,23,0.304,23,30,0.767,8,36,44,24,9,7,11,21,-8
IND,IND @ DET,2014-03-15,W,265,112,41,104,0.394,7,24,0.292,23,25,0.920,18,44,62,24,6,5,10,24,8
MIL,MIL @ NYK,2014-03-15,L,240,94,35,81,0.432,4,10,0.400,20,27,0.741,15,17,32,17,6,1,10,21,-21
NYK,NYK vs. MIL,2014-03-15,W,240,115,42,76,0.553,8,20,0.400,23,28,0.821,13,28,41,14,3,7,11,23,21
