Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
UTA,UTA @ CHI,2016-03-19,L,240,85,35,86,0.407,8,27,0.296,7,12,0.583,15,25,40,22,5,4,10,14,-7
GSW,GSW @ SAS,2016-03-19,L,240,79,31,82,0.378,9,36,0.250,8,10,0.800,7,30,37,24,12,3,11,21,-8
SAS,SAS vs. GSW,2016-03-19,W,240,87,32,78,0.410,8,21,0.381,15,18,0.833,14,39,53,17,4,6,18,19,8
POR,POR @ NOP,2016-03-18,W,240,117,36,78,0.462,9,27,0.333,36,40,0.900,6,39,45,17,4,3,13,26,5
NOP,NOP vs. POR,2016-03-18,L,240,112,40,83,0.482,10,21,0.476,22,28,0.786,3,31,34,23,7,4,7,26,-5
TOR,TOR vs. BOS,2016-03-18,W,240,105,37,77,0.481,13,28,0.464,18,25,0.720,7,33,40,18,10,8,16,19,14
BOS,BOS @ TOR,2016-03-18,L,240,91,36,82,0.439,9,21,0.429,10,12,0.833,7,30,37,18,8,3,16,18,-14
DAL,DAL vs. GSW,2016-03-18,L,240,112,41,93,0.441,9,29,0.310,21,22,0.955,11,35,46,25,4,8,13,15,-18
GSW,GSW @ DAL,2016-03-18,W,240,130,48,95,0.505,22,38,0.579,12,14,0.857,5,37,42,35,8,7,13,21,18
ORL,ORL vs. CLE,2016-03-18,L,240,103,37,82,0.451,11,22,0.500,18,22,0.818,9,27,36,24,12,4,13,24,-6
CLE,CLE @ ORL,2016-03-18,W,240,109,38,76,0.500,13,28,0.464,20,27,0.741,9,32,41,23,7,4,19,21,6
SAC,SAC @ DET,2016-03-18,L,240,108,40,79,0.506,4,15,0.267,24,29,0.828,7,28,35,21,8,4,11,20,-7
DET,DET vs. SAC,2016-03-18,W,240,115,44,92,0.478,12,26,0.462,15,18,0.833,16,33,49,25,7,6,17,22,7
HOU,HOU vs. MIN,2016-03-18,W,240,116,48,85,0.565,11,29,0.379,9,14,0.643,13,29,42,31,9,7,17,19,5
MIN,MIN @ HOU,2016-03-18,L,240,111,43,85,0.506,6,16,0.375,19,24,0.792,11,24,35,30,14,4,12,14,-5
LAL,LAL vs. PHX,2016-03-18,L,240,90,31,86,0.360,6,23,0.261,22,26,0.846,12,38,50,21,4,6,12,21,-5
PHX,PHX @ LAL,2016-03-18,W,240,95,32,89,0.360,8,30,0.267,23,26,0.885,17,40,57,19,5,6,12,21,5
PHI,PHI vs. OKC,2016-03-18,L,240,97,35,89,0.393,10,29,0.345,17,27,0.630,10,26,36,24,11,5,8,17,-14
OKC,OKC @ PHI,2016-03-18,W,240,111,45,89,0.506,7,22,0.318,14,18,0.778,16,47,63,27,3,8,20,24,14
MEM,MEM @ MIL,2016-03-17,L,240,86,34,92,0.370,3,13,0.231,15,17,0.882,18,29,47,16,8,3,16,19,-10
MIL,MIL vs. MEM,2016-03-17,W,240,96,37,75,0.493,5,19,0.263,17,25,0.680,9,35,44,21,7,17,13,15,10
PHX,PHX @ UTA,2016-03-17,L,240,69,28,82,0.341,6,26,0.231,7,14,0.500,10,33,43,14,9,1,21,16,-34
UTA,UTA vs. PHX,2016-03-17,W,240,103,43,88,0.489,11,25,0.440,6,9,0.667,9,42,51,20,14,5,16,18,34
DEN,DEN @ ATL,2016-03-17,L,240,98,39,87,0.448,6,22,0.273,14,17,0.824,9,30,39,22,6,4,14,22,-18
ATL,ATL vs. DEN,2016-03-17,W,240,116,40,80,0.500,12,26,0.462,24,28,0.857,7,33,40,32,5,8,12,16,18
TOR,TOR @ IND,2016-03-17,W,265,101,32,88,0.364,7,22,0.318,30,38,0.789,15,42,57,11,5,5,15,21,7
IND,IND vs. TOR,2016-03-17,L,265,94,35,91,0.385,8,28,0.286,16,23,0.696,9,39,48,21,9,7,15,32,-7
CHA,CHA @ MIA,2016-03-17,W,240,109,40,86,0.465,13,26,0.500,16,21,0.762,9,30,39,19,3,0,9,19,3
MIA,MIA vs. CHA,2016-03-17,L,240,106,40,75,0.533,7,17,0.412,19,24,0.792,6,33,39,22,5,8,15,17,-3
BKN,BKN @ CHI,2016-03-17,L,240,102,40,86,0.465,6,21,0.286,16,20,0.800,12,27,39,22,7,3,9,18,-16
CHI,CHI vs. BKN,2016-03-17,W,240,118,46,94,0.489,11,24,0.458,15,15,1.000,16,34,50,26,6,8,9,16,16
SAS,SAS vs. POR,2016-03-17,W,240,118,45,86,0.523,8,16,0.500,20,22,0.909,4,33,37,35,8,11,7,24,8
POR,POR @ SAS,2016-03-17,L,240,110,39,89,0.438,10,22,0.455,22,30,0.733,14,35,49,23,5,6,13,22,-8
PHI,PHI vs. WAS,2016-03-17,L,240,94,35,91,0.385,6,33,0.182,18,26,0.692,8,32,40,17,16,3,11,20,-5
WAS,WAS @ PHI,2016-03-17,W,240,99,40,90,0.444,6,27,0.222,13,19,0.684,12,48,60,25,8,1,23,17,5
MIN,MIN @ MEM,2016-03-16,W,240,114,40,71,0.563,10,21,0.476,24,31,0.774,7,26,33,31,5,8,14,20,6
MEM,MEM vs. MIN,2016-03-16,L,240,108,44,100,0.440,4,20,0.200,16,21,0.762,27,24,51,22,3,8,13,21,-6
WAS,WAS vs. CHI,2016-03-16,W,240,117,43,88,0.489,13,21,0.619,18,24,0.750,9,38,47,25,12,6,15,19,21
CHI,CHI @ WAS,2016-03-16,L,240,96,35,87,0.402,6,20,0.300,20,23,0.870,9,31,40,20,10,3,18,20,-21
CHA,CHA vs. ORL,2016-03-16,W,240,107,40,100,0.400,11,37,0.297,16,21,0.762,15,44,59,23,3,4,8,12,8
ORL,ORL @ CHA,2016-03-16,L,240,99,35,83,0.422,11,25,0.440,18,21,0.857,2,38,40,23,4,9,10,20,-8
SAC,SAC vs. NOP,2016-03-16,L,240,108,42,90,0.467,9,18,0.500,15,17,0.882,8,31,39,23,7,2,11,18,-15
NOP,NOP @ SAC,2016-03-16,W,240,123,49,90,0.544,12,21,0.571,13,16,0.813,7,35,42,26,5,4,9,14,15
ATL,ATL @ DET,2016-03-16,W,240,118,39,89,0.438,12,34,0.353,28,34,0.824,8,38,46,25,10,3,12,26,4
DET,DET vs. ATL,2016-03-16,L,240,114,39,84,0.464,8,25,0.320,28,39,0.718,9,39,48,23,3,4,14,25,-4
HOU,HOU vs. LAC,2016-03-16,L,240,106,40,82,0.488,9,25,0.360,17,24,0.708,13,26,39,23,5,3,16,25,-16
LAC,LAC @ HOU,2016-03-16,W,240,122,43,76,0.566,12,30,0.400,24,32,0.750,7,26,33,31,9,7,11,20,16
CLE,CLE vs. DAL,2016-03-16,W,240,99,39,88,0.443,10,37,0.270,11,13,0.846,13,35,48,21,9,4,16,19,1
DAL,DAL @ CLE,2016-03-16,L,240,98,37,79,0.468,7,22,0.318,17,19,0.895,4,28,32,24,6,7,11,18,-1
BOS,BOS vs. OKC,2016-03-16,L,240,109,40,93,0.430,5,19,0.263,24,27,0.889,16,26,42,17,4,4,11,22,-21
OKC,OKC @ BOS,2016-03-16,W,240,130,47,96,0.490,12,29,0.414,24,30,0.800,16,37,53,23,7,5,10,24,21
NYK,NYK @ GSW,2016-03-16,L,240,85,36,91,0.396,7,19,0.368,6,10,0.600,11,27,38,29,7,3,10,11,-36
GSW,GSW vs. NYK,2016-03-16,W,240,121,46,91,0.505,18,37,0.486,11,12,0.917,12,42,54,32,4,8,13,13,36
TOR,TOR @ MIL,2016-03-15,W,240,107,39,83,0.470,14,30,0.467,15,17,0.882,13,35,48,27,4,8,10,23,18
MIL,MIL vs. TOR,2016-03-15,L,240,89,34,77,0.442,2,13,0.154,19,26,0.731,10,27,37,18,8,3,7,16,-18
BOS,BOS @ IND,2016-03-15,L,240,98,36,94,0.383,8,31,0.258,18,22,0.818,17,33,50,23,6,3,14,21,-5
IND,IND vs. BOS,2016-03-15,W,240,103,39,84,0.464,5,12,0.417,20,28,0.714,11,34,45,18,9,7,14,18,5
DEN,DEN @ ORL,2016-03-15,L,240,110,40,80,0.500,9,24,0.375,21,24,0.875,7,30,37,23,8,1,16,19,-6
ORL,ORL vs. DEN,2016-03-15,W,240,116,44,81,0.543,8,25,0.320,20,25,0.800,6,29,35,28,7,4,13,20,6
BKN,BKN vs. PHI,2016-03-15,W,240,131,47,90,0.522,10,24,0.417,27,31,0.871,14,38,52,23,12,3,13,20,17
PHI,PHI @ BKN,2016-03-15,L,240,114,41,88,0.466,11,30,0.367,21,26,0.808,9,25,34,26,6,4,17,21,-17
LAL,LAL vs. SAC,2016-03-15,L,240,98,37,84,0.440,5,26,0.192,19,26,0.731,10,39,49,20,10,5,22,23,-8
SAC,SAC @ LAL,2016-03-15,W,240,106,38,79,0.481,4,18,0.222,26,33,0.788,5,36,41,26,17,8,17,17,8
LAC,LAC @ SAS,2016-03-15,L,240,87,32,69,0.464,8,19,0.421,15,22,0.682,5,22,27,15,5,4,15,17,-21
SAS,SAS vs. LAC,2016-03-15,W,240,108,44,82,0.537,8,20,0.400,12,16,0.750,12,30,42,25,6,4,10,21,21
OKC,OKC vs. POR,2016-03-14,W,240,128,49,83,0.590,9,17,0.529,21,26,0.808,10,42,52,31,10,6,13,20,34
POR,POR @ OKC,2016-03-14,L,240,94,31,91,0.341,7,27,0.259,25,27,0.926,14,25,39,13,4,7,11,19,-34
TOR,TOR vs. CHI,2016-03-14,L,240,107,37,83,0.446,6,20,0.300,27,31,0.871,10,32,42,12,5,9,7,18,-2
CHI,CHI @ TOR,2016-03-14,W,240,109,41,83,0.494,9,25,0.360,18,20,0.900,8,30,38,23,2,7,9,22,2
DET,DET @ WAS,2016-03-14,L,240,81,32,79,0.405,3,23,0.130,14,22,0.636,11,28,39,17,5,4,21,21,-43
WAS,WAS vs. DET,2016-03-14,W,240,124,51,90,0.567,8,18,0.444,14,18,0.778,5,35,40,34,11,3,10,22,43
CHA,CHA vs. DAL,2016-03-14,L,240,96,32,76,0.421,10,30,0.333,22,34,0.647,7,33,40,18,9,7,15,16,-11
DAL,DAL @ CHA,2016-03-14,W,240,107,42,87,0.483,9,30,0.300,14,18,0.778,6,36,42,30,9,6,15,26,11
CLE,CLE @ UTA,2016-03-14,L,240,85,35,88,0.398,10,43,0.233,5,8,0.625,13,26,39,18,6,3,8,16,-9
UTA,UTA vs. CLE,2016-03-14,W,240,94,35,71,0.493,12,27,0.444,12,14,0.857,8,32,40,20,3,4,13,15,9
DEN,DEN @ MIA,2016-03-14,L,240,119,49,93,0.527,7,20,0.350,14,20,0.700,13,27,40,22,9,2,15,21,-5
MIA,MIA vs. DEN,2016-03-14,W,240,124,47,79,0.595,8,17,0.471,22,28,0.786,6,27,33,24,9,6,15,20,5
MEM,MEM @ HOU,2016-03-14,L,240,81,30,101,0.297,4,17,0.235,17,28,0.607,28,30,58,14,7,0,20,25,-49
HOU,HOU vs. MEM,2016-03-14,W,240,130,46,85,0.541,16,33,0.485,22,34,0.647,8,45,53,29,13,14,13,22,49
PHX,PHX vs. MIN,2016-03-14,W,240,107,40,95,0.421,11,35,0.314,16,20,0.800,19,38,57,22,8,3,24,26,3
MIN,MIN @ PHX,2016-03-14,L,240,104,37,84,0.440,4,16,0.250,26,30,0.867,6,30,36,25,13,4,16,20,-3
GSW,GSW vs. NOP,2016-03-14,W,240,125,47,81,0.580,12,25,0.480,19,23,0.826,8,38,46,30,6,6,18,22,18
NOP,NOP @ GSW,2016-03-14,L,240,107,35,93,0.376,7,25,0.280,30,34,0.882,17,23,40,18,14,3,9,19,-18
UTA,UTA @ SAC,2016-03-13,W,240,108,39,82,0.476,12,28,0.429,18,22,0.818,11,36,47,26,8,3,16,22,9
SAC,SAC vs. UTA,2016-03-13,L,240,99,38,81,0.469,9,21,0.429,14,21,0.667,8,28,36,25,8,5,12,20,-9
IND,IND @ ATL,2016-03-13,L,240,75,33,87,0.379,5,24,0.208,4,7,0.571,7,31,38,24,9,5,17,14,-29
ATL,ATL vs. IND,2016-03-13,W,240,104,40,85,0.471,15,30,0.500,9,10,0.900,9,41,50,27,11,6,17,13,29
LAC,LAC vs. CLE,2016-03-13,L,240,90,32,79,0.405,10,32,0.313,16,19,0.842,5,29,34,23,5,4,10,23,-24
CLE,CLE @ LAC,2016-03-13,W,240,114,41,84,0.488,18,37,0.486,14,20,0.700,9,40,49,23,3,4,10,19,24
MIL,MIL @ BKN,2016-03-13,W,240,109,45,89,0.506,6,14,0.429,13,21,0.619,15,26,41,27,13,3,13,12,9
BKN,BKN vs. MIL,2016-03-13,L,240,100,39,70,0.557,12,27,0.444,10,13,0.769,3,28,31,25,3,6,21,18,-9
LAL,LAL vs. NYK,2016-03-13,L,240,87,34,85,0.400,3,16,0.188,16,21,0.762,10,35,45,14,6,2,9,20,-3
NYK,NYK @ LAL,2016-03-13,W,240,90,33,75,0.440,5,21,0.238,19,27,0.704,5,40,45,19,5,6,10,16,3
TOR,TOR vs. MIA,2016-03-12,W,265,112,37,84,0.440,6,18,0.333,32,38,0.842,7,35,42,17,10,7,14,23,8
MIA,MIA @ TOR,2016-03-12,L,265,104,37,98,0.378,9,25,0.360,21,26,0.808,16,31,47,19,9,5,14,30,-8
CHA,CHA vs. HOU,2016-03-12,W,240,125,48,88,0.545,15,31,0.484,14,16,0.875,10,34,44,28,6,5,12,25,16
HOU,HOU @ CHA,2016-03-12,L,240,109,43,93,0.462,5,26,0.192,18,28,0.643,14,26,40,21,8,5,9,20,-16
